Wall time,Step,Value
1535026561.9989018,0,0.7646636366844177
1535026587.5457554,1,0.8855354189872742
1535026613.1583486,2,0.9159536361694336
1535026638.813907,3,0.9320291876792908
1535026664.45622,4,0.9395756125450134
1535026690.190303,5,0.9454687833786011
1535026715.8316615,6,0.9507127404212952
1535026741.3889825,7,0.9546791911125183
1535026766.9793906,8,0.9564529061317444
1535026792.635359,9,0.959313154220581
1535026818.1923087,10,0.9604058861732483
1535026843.748507,11,0.9623532891273499
1535026869.2821507,12,0.9633445739746094
1535026882.6053069,13,0.9667381048202515
1535026895.0067534,14,0.967949390411377
1535026907.3693826,15,0.968417763710022
1535026919.7369359,16,0.9697008728981018
1535026932.0818052,17,0.9703283905982971
1535026944.4760656,18,0.9727120995521545
1535026956.8291724,19,0.9729613661766052
1535026969.1542013,20,0.9729311466217041
1535026981.485899,21,0.9741341471672058
1535026993.8253648,22,0.9739170670509338
1535027006.1631558,23,0.9769777655601501
1535027018.4851372,24,0.9757827520370483
1535027030.821724,25,0.9767581820487976
1535027043.1316545,26,0.9769615530967712
1535027055.4892406,27,0.9778138995170593
1535027067.8391733,28,0.9779292345046997
1535027080.1263578,29,0.9790518283843994
1535027092.4632099,30,0.9797854423522949
1535027104.799278,31,0.9788454174995422
1535027117.157099,32,0.97958904504776
1535027129.5122085,33,0.980349063873291
1535027141.875366,34,0.981093168258667
1535027154.2064652,35,0.9814170598983765
1535027166.5140862,36,0.9807338118553162
1535027178.8170714,37,0.9804204702377319
1535027191.127917,38,0.9807024598121643
1535027203.427111,39,0.9811285734176636
1535027215.731074,40,0.9813997745513916
1535027228.0484922,41,0.9819462895393372
1535027240.4034078,42,0.9819188714027405
1535027252.7839239,43,0.9818412661552429
1535027265.1591773,44,0.9821292161941528
1535027277.4755409,45,0.9830372333526611
1535027289.7984734,46,0.9820693135261536
1535027302.085907,47,0.9825915694236755
1535027314.380355,48,0.982367992401123
1535027326.6796954,49,0.9821004867553711
1535027338.9706006,50,0.983371376991272
1535027351.2577453,51,0.9830788969993591
1535027363.562998,52,0.9826856851577759
1535027375.8685277,53,0.9836543202400208
1535027388.1608427,54,0.9833546280860901
1535027400.448526,55,0.9837645888328552
1535027412.7631927,56,0.983241617679596
1535027425.0370708,57,0.9825596213340759
1535027437.32962,58,0.983938992023468
1535027449.6437757,59,0.9832538366317749
