Wall time,Step,Value
1535131977.0762758,0,0.4527743458747864
1535132079.352622,1,0.78233402967453
1535132164.9570625,2,0.8354471921920776
1535132250.812045,3,0.870773196220398
1535132336.7177632,4,0.8860794901847839
1535132422.4534109,5,0.8976722359657288
1535132507.9545715,6,0.904872715473175
1535132593.1996987,7,0.9109876751899719
1535132678.2731776,8,0.9169273376464844
1535132763.3709602,9,0.9230285882949829
1535132848.6396396,10,0.9278573393821716
1535132934.3566673,11,0.930213212966919
1535133020.074958,12,0.9328795671463013
1535133105.389194,13,0.9359491467475891
1535133190.5899127,14,0.9372125267982483
1535133276.4413798,15,0.9431154131889343
1535133362.2639394,16,0.943187415599823
1535133448.0890157,17,0.9450939297676086
1535133534.1990216,18,0.9460832476615906
1535133620.0707912,19,0.9497255086898804
1535133706.1490357,20,0.9500589370727539
1535133792.2688744,21,0.9514958262443542
1535133878.1482987,22,0.953853189945221
1535133964.178754,23,0.9546037912368774
1535134050.2681472,24,0.9538646936416626
1535134136.5225873,25,0.956101655960083
1535134223.1185606,26,0.9594420790672302
1535134309.089111,27,0.9581103920936584
1535134395.0221336,28,0.9603196978569031
1535134480.9923332,29,0.9615556001663208
1535134567.0881455,30,0.9627330899238586
1535134653.1185336,31,0.9631410837173462
1535134738.8268123,32,0.9630931615829468
1535134824.5917594,33,0.9655857086181641
1535134910.6136198,34,0.9638931155204773
1535134996.3174877,35,0.9661059379577637
1535135082.0455787,36,0.9657743573188782
1535135168.09398,37,0.9658886194229126
1535135253.7141533,38,0.9681335687637329
1535135339.1792607,39,0.9685078859329224
1535135424.6465006,40,0.9673054218292236
1535135510.0730064,41,0.9677383303642273
1535135595.5148444,42,0.9691179394721985
1535135680.8257172,43,0.9622545838356018
1535135766.2452524,44,0.9699740409851074
1535135851.600537,45,0.9696319699287415
1535135936.9507422,46,0.9715937376022339
1535136022.398165,47,0.9706712365150452
1535136108.0529346,48,0.9716888070106506
1535136193.5352523,49,0.9723116159439087
1535136278.8340366,50,0.9720116853713989
1535136364.2420018,51,0.9749114513397217
1535136449.6414535,52,0.9744011759757996
1535136535.039612,53,0.9752258658409119
1535136620.4102793,54,0.9749076962471008
1535136705.8019376,55,0.9753872752189636
1535136791.3704455,56,0.9766374230384827
1535136876.888737,57,0.9757965207099915
1535136962.3494887,58,0.9777482748031616
1535137047.7188025,59,0.976007342338562
1535137133.1297803,60,0.9773361086845398
1535137218.5357141,61,0.9764178395271301
1535137303.6188972,62,0.9786705374717712
1535137389.1337986,63,0.9776250123977661
1535137474.5234413,64,0.9786538481712341
1535137559.9528353,65,0.9773385524749756
1535137645.725059,66,0.9783207178115845
1535137731.1368082,67,0.9793794751167297
1535137816.631595,68,0.9797911643981934
1535137902.0411088,69,0.9787651300430298
1535137987.5611289,70,0.9794450998306274
1535138073.0407813,71,0.9789367914199829
1535138158.5080702,72,0.9799992442131042
1535138244.016892,73,0.9795107245445251
1535138329.6114857,74,0.9818854331970215
1535138415.1634972,75,0.9807438254356384
1535138500.7806733,76,0.981506884098053
1535138586.4178965,77,0.9816009402275085
1535138672.0672007,78,0.9814592599868774
1535138757.6214523,79,0.9827271103858948
1535138843.1286404,80,0.9819031357765198
1535138928.5340407,81,0.9819502830505371
1535139013.9313536,82,0.9822993874549866
1535139099.3545258,83,0.9822686910629272
1535139184.6653593,84,0.982807457447052
1535139270.084182,85,0.9844216108322144
1535139355.4326048,86,0.9842010140419006
1535139440.9041786,87,0.9840400815010071
1535139526.4749866,88,0.98277348279953
1535139612.0790844,89,0.9842973351478577
1535139697.6171696,90,0.9840435981750488
1535139783.1619463,91,0.9840892553329468
1535139868.6817405,92,0.9841700792312622
1535139954.1910558,93,0.9849468469619751
1535140039.7336712,94,0.9851212501525879
1535140125.0569115,95,0.9849314093589783
