Wall time,Step,Value
1534424126.5205479,0,0.7486675381660461
1534424151.633505,1,0.8664560317993164
1534424175.204527,2,0.8882442712783813
1534424198.6438994,3,0.9017495512962341
1534424222.1126301,4,0.9120234251022339
1534424245.595194,5,0.9217705726623535
1534424269.1459515,6,0.9271749258041382
1534424292.6798663,7,0.9341630935668945
1534424316.237589,8,0.937188446521759
1534424339.7045553,9,0.9414592385292053
1534424363.3061676,10,0.9419378638267517
1534424386.8399916,11,0.9456003904342651
1534424410.4120803,12,0.9493781924247742
1534424434.0102634,13,0.9491161704063416
1534424457.5025103,14,0.952013373374939
1534424481.0054102,15,0.9546569585800171
1534424504.511935,16,0.9568138122558594
1534424528.0471954,17,0.9539550542831421
1534424551.6081278,18,0.9568235874176025
1534424575.1801615,19,0.9587775468826294
1534424598.7030797,20,0.9582448601722717
1534424622.2945008,21,0.959503173828125
1534424645.92128,22,0.959367036819458
1534424669.4586315,23,0.9600508213043213
1534424692.98786,24,0.9618350267410278
1534424716.4918618,25,0.9622838497161865
1534424739.971503,26,0.9629985094070435
1534424763.4539592,27,0.9636750817298889
1534424786.9925764,28,0.9637128114700317
1534424810.603006,29,0.9644263386726379
1534424834.2117357,30,0.9661430716514587
1534424857.7357304,31,0.9652518033981323
1534424881.3730004,32,0.966938316822052
1534424904.9594045,33,0.9668682217597961
1534424928.5213811,34,0.9678857922554016
1534424952.1311603,35,0.9670171737670898
1534424975.6609323,36,0.9671657085418701
1534424999.191028,37,0.967114269733429
1534425022.7092862,38,0.9681001305580139
1534425046.2379894,39,0.9687047600746155
1534425069.82702,40,0.9693849682807922
1534425093.444088,41,0.9695698618888855
1534425116.967007,42,0.9695531129837036
1534425140.5350232,43,0.9697779417037964
1534425164.1308024,44,0.9697943925857544
1534425187.7741268,45,0.9688219428062439
1534425211.3997903,46,0.9689664840698242
1534425234.947073,47,0.9716686010360718
1534425258.4751222,48,0.9702417850494385
1534425281.9687967,49,0.9710260629653931
1534425305.506309,50,0.9707755446434021
1534425329.0653362,51,0.9697452187538147
1534425352.6521616,52,0.9699728488922119
1534425376.1449406,53,0.9716206789016724
1534425399.7612662,54,0.9706674814224243
1534425423.4015274,55,0.9719899892807007
1534425447.0009682,56,0.9703518748283386
1534425470.5562522,57,0.9722669720649719
1534425494.0618253,58,0.9712327122688293
1534425517.5605934,59,0.9706557989120483
1534425541.041849,60,0.970031201839447
1534425564.5347703,61,0.9709457159042358
1534425587.9469411,62,0.9713215231895447
1534425611.4157944,63,0.97178715467453
1534425634.9481332,64,0.9705709218978882
