Wall time,Step,Value
1534422646.297926,0,0.7810920476913452
1534422651.549193,1,0.8831537961959839
1534422656.4622035,2,0.9065873622894287
1534422661.350941,3,0.9167666435241699
1534422666.21829,4,0.9253523349761963
1534422671.0900242,5,0.9274131059646606
1534422675.79669,6,0.9334238171577454
1534422680.444707,7,0.9351532459259033
1534422685.278315,8,0.9383880496025085
1534422690.0073783,9,0.9406545758247375
1534422694.871565,10,0.941654622554779
1534422699.6158712,11,0.9438597559928894
1534422704.407009,12,0.9445579051971436
1534422709.172951,13,0.9454349875450134
1534422714.0248184,14,0.945228636264801
1534422718.912403,15,0.946725606918335
1534422723.7497728,16,0.9469159841537476
1534422728.4584982,17,0.9493117928504944
1534422733.1229346,18,0.950170636177063
1534422737.8090525,19,0.9494956731796265
1534422742.578703,20,0.9504747986793518
1534422747.54071,21,0.9491304159164429
1534422752.204868,22,0.9488862752914429
1534422756.9344587,23,0.9507786631584167
1534422761.6659753,24,0.9508552551269531
1534422766.366648,25,0.9524146914482117
1534422770.992285,26,0.9506296515464783
1534422775.5449972,27,0.9520053863525391
1534422780.227838,28,0.9517149925231934
1534422784.9213955,29,0.9534301161766052
1534422789.6129732,30,0.9525955319404602
1534422794.308994,31,0.9507617354393005
1534422799.0657523,32,0.9542189836502075
1534422803.7244525,33,0.9517230987548828
1534422808.4613087,34,0.9507682919502258
1534422813.2048259,35,0.9529927372932434
1534422818.0142,36,0.9532180428504944
1534422822.889861,37,0.9520725011825562
1534422827.7208807,38,0.9529977440834045
1534422832.5648756,39,0.9538741111755371
1534422837.3960822,40,0.9534193277359009
